Weapon: Dragon Slayer, Skin: White Gold, MeshPart: Cube, ColorMap: rbxassetid://16320647691, MetalnessMap: rbxassetid://16320646657, NormalMap: rbxassetid://16320649195, RoughnessMap: rbxassetid://16320648460
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Arms, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: String, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Covers, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Triggerfunction, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Body, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Block, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Hinge, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Stepblock, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Blue, MeshPart: Trigger, ColorMap: rbxassetid://16369079908, MetalnessMap: rbxassetid://16369074258, NormalMap: rbxassetid://16369073851, RoughnessMap: rbxassetid://16369075306
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Arrow, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Arms, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: String, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Covers, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Triggerfunction, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Body, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Block, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Hinge, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Stepblock, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Soft Yellow, MeshPart: Trigger, ColorMap: rbxassetid://16351344463, MetalnessMap: rbxassetid://16351344008, NormalMap: rbxassetid://16351343697, RoughnessMap: rbxassetid://16351343298
Weapon: Crossbow, Skin: Blue, MeshPart: Arrow, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Arms, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: String, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Covers, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Triggerfunction, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Body, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Block, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Hinge, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Stepblock, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Blue, MeshPart: Trigger, ColorMap: rbxassetid://16351364830, MetalnessMap: rbxassetid://16351364328, NormalMap: rbxassetid://16351364099, RoughnessMap: rbxassetid://16351365049
Weapon: Crossbow, Skin: Red, MeshPart: Arrow, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Arms, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: String, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Covers, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Triggerfunction, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Body, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Block, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Hinge, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Stepblock, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red, MeshPart: Trigger, ColorMap: rbxassetid://16351432405, MetalnessMap: rbxassetid://16351432004, NormalMap: rbxassetid://16351431712, RoughnessMap: rbxassetid://16351432683
Weapon: Crossbow, Skin: Red Paint, MeshPart: Arrow, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Arms, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: String, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Covers, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Triggerfunction, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Body, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Block, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Hinge, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Stepblock, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Red Paint, MeshPart: Trigger, ColorMap: rbxassetid://16351058360, MetalnessMap: rbxassetid://16351057941, NormalMap: rbxassetid://16351057599, RoughnessMap: rbxassetid://16351057292
Weapon: Crossbow, Skin: Pure White, MeshPart: Arrow, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Arms, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: String, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Covers, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Triggerfunction, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Body, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Block, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Hinge, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Stepblock, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Crossbow, Skin: Pure White, MeshPart: Trigger, ColorMap: rbxassetid://16446651510, MetalnessMap: rbxassetid://16446651338, NormalMap: rbxassetid://16446651138, RoughnessMap: rbxassetid://16446650798
Weapon: Flanged Mace, Skin: White Gold, MeshPart: Cylinder, ColorMap: rbxassetid://16305592202, MetalnessMap: rbxassetid://16305591739, NormalMap: rbxassetid://16305591407, RoughnessMap: rbxassetid://16305592655
Weapon: Flanged Mace, Skin: White Gold, MeshPart: Cylinder.001, ColorMap: rbxassetid://16305592202, MetalnessMap: rbxassetid://16305591739, NormalMap: rbxassetid://16305591407, RoughnessMap: rbxassetid://16305592655
Weapon: Flanged Mace, Skin: Crimson, MeshPart: Cylinder, ColorMap: rbxassetid://16305566151, MetalnessMap: rbxassetid://16305565823, NormalMap: rbxassetid://16305565564, RoughnessMap: rbxassetid://16305566680
Weapon: Flanged Mace, Skin: Crimson, MeshPart: Cylinder.001, ColorMap: rbxassetid://16305566151, MetalnessMap: rbxassetid://16305565823, NormalMap: rbxassetid://16305565564, RoughnessMap: rbxassetid://16305566680
Weapon: Flanged Mace, Skin: Meat, MeshPart: Cylinder, ColorMap: rbxassetid://16296360003, MetalnessMap: rbxassetid://16296366360, NormalMap: rbxassetid://16296359431, RoughnessMap: rbxassetid://16296358985
Weapon: Flanged Mace, Skin: Meat, MeshPart: Cylinder.001, ColorMap: rbxassetid://16296360003, MetalnessMap: rbxassetid://16296366360, NormalMap: rbxassetid://16296359431, RoughnessMap: rbxassetid://16296358985
Weapon: Flanged Mace, Skin: Sapphire, MeshPart: Cylinder, ColorMap: rbxassetid://16296784737, MetalnessMap: rbxassetid://16296784105, NormalMap: rbxassetid://16296783736, RoughnessMap: rbxassetid://16296785219
Weapon: Flanged Mace, Skin: Sapphire, MeshPart: Cylinder.001, ColorMap: rbxassetid://16296784737, MetalnessMap: rbxassetid://16296784105, NormalMap: rbxassetid://16296783736, RoughnessMap: rbxassetid://16296785219
Weapon: Flanged Mace, Skin: Gold, MeshPart: Cylinder, ColorMap: rbxassetid://16443766955, MetalnessMap: rbxassetid://16443766480, NormalMap: rbxassetid://16443765284, RoughnessMap: rbxassetid://16443764844
Weapon: Flanged Mace, Skin: Gold, MeshPart: Cylinder.001, ColorMap: rbxassetid://16443766955, MetalnessMap: rbxassetid://16443766480, NormalMap: rbxassetid://16443765284, RoughnessMap: rbxassetid://16443764844
Weapon: Flanged Mace, Skin: Cardboard, MeshPart: Cylinder, ColorMap: rbxassetid://16260979565, MetalnessMap: rbxassetid://14740473984, NormalMap: rbxassetid://14740475620, RoughnessMap: rbxassetid://14740476861
Weapon: Flanged Mace, Skin: Cardboard, MeshPart: Cylinder.001, ColorMap: rbxassetid://16260979565, MetalnessMap: rbxassetid://14740473984, NormalMap: rbxassetid://14740475620, RoughnessMap: rbxassetid://14740476861
Weapon: Flanged Mace, Skin: Snowy, MeshPart: Cylinder, ColorMap: rbxassetid://16474590821, MetalnessMap: rbxassetid://16474590175, NormalMap: rbxassetid://16474589437, RoughnessMap: rbxassetid://16474588005
Weapon: Flanged Mace, Skin: Snowy, MeshPart: Cylinder.001, ColorMap: rbxassetid://16474590821, MetalnessMap: rbxassetid://16474590175, NormalMap: rbxassetid://16474589437, RoughnessMap: rbxassetid://16474588005
Weapon: Flanged Mace, Skin: Emerald, MeshPart: Cylinder, ColorMap: rbxassetid://16296803037, MetalnessMap: rbxassetid://16296802400, NormalMap: rbxassetid://16296801996, RoughnessMap: rbxassetid://16296801501
Weapon: Flanged Mace, Skin: Emerald, MeshPart: Cylinder.001, ColorMap: rbxassetid://16296803037, MetalnessMap: rbxassetid://16296802400, NormalMap: rbxassetid://16296801996, RoughnessMap: rbxassetid://16296801501
Weapon: Flanged Mace, Skin: Blue Neon Paint, MeshPart: Cylinder, ColorMap: rbxassetid://16613363278, MetalnessMap: rbxassetid://16613362293, NormalMap: rbxassetid://16613361611, RoughnessMap: rbxassetid://16613360856
Weapon: Flanged Mace, Skin: Blue Neon Paint, MeshPart: Cylinder.001, ColorMap: rbxassetid://16613363278, MetalnessMap: rbxassetid://16613362293, NormalMap: rbxassetid://16613361611, RoughnessMap: rbxassetid://16613360856
Weapon: Flanged Mace, Skin: Mess Wand, MeshPart: Meshes/ExoticMace_Cylinder.006, ColorMap: rbxassetid://16578133797, MetalnessMap: rbxassetid://16578133331, NormalMap: rbxassetid://16578132974, RoughnessMap: rbxassetid://16578132253
Weapon: Flanged Mace, Skin: Mess Wand, MeshPart: Meshes/ExoticMace_Cylinder.005, ColorMap: rbxassetid://16578133797, MetalnessMap: rbxassetid://16578133331, NormalMap: rbxassetid://16578132974, RoughnessMap: rbxassetid://16578132253
Weapon: Spear, Skin: Slaughterhouse, MeshPart: Cylinder.005, ColorMap: rbxassetid://16333356939, MetalnessMap: rbxassetid://16333412872, NormalMap: rbxassetid://16333356205, RoughnessMap: rbxassetid://16333357655
Weapon: Spear, Skin: Slaughterhouse, MeshPart: Cylinder.007, ColorMap: rbxassetid://16333356939, MetalnessMap: rbxassetid://16333412872, NormalMap: rbxassetid://16333356205, RoughnessMap: rbxassetid://16333357655
Weapon: Spear, Skin: Snowy, MeshPart: Cylinder.005, ColorMap: rbxassetid://16445786411, MetalnessMap: rbxassetid://16445786232, NormalMap: rbxassetid://16445786020, RoughnessMap: rbxassetid://16445785711
Weapon: Spear, Skin: Snowy, MeshPart: Cylinder.006, ColorMap: rbxassetid://16445786411, MetalnessMap: rbxassetid://16445786232, NormalMap: rbxassetid://16445786020, RoughnessMap: rbxassetid://16445785711
Weapon: Spear, Skin: Snowy, MeshPart: Cylinder.007, ColorMap: rbxassetid://16445786411, MetalnessMap: rbxassetid://16445786232, NormalMap: rbxassetid://16445786020, RoughnessMap: rbxassetid://16445785711
Weapon: Spear, Skin: Snowy, MeshPart: Cylinder.008, ColorMap: rbxassetid://16445786411, MetalnessMap: rbxassetid://16445786232, NormalMap: rbxassetid://16445786020, RoughnessMap: rbxassetid://16445785711
Weapon: Spear, Skin: Red Glaze, MeshPart: Cylinder.005, ColorMap: rbxassetid://16333356939, MetalnessMap: rbxassetid://16333412872, NormalMap: rbxassetid://16333356205, RoughnessMap: rbxassetid://16333357655
Weapon: Spear, Skin: Red Glaze, MeshPart: Cylinder.006, ColorMap: rbxassetid://16333356939, MetalnessMap: rbxassetid://16333412872, NormalMap: rbxassetid://16333356205, RoughnessMap: rbxassetid://16333357655
Weapon: Spear, Skin: Red Glaze, MeshPart: Cylinder.007, ColorMap: rbxassetid://16333356939, MetalnessMap: rbxassetid://16333412872, NormalMap: rbxassetid://16333356205, RoughnessMap: rbxassetid://16333357655
Weapon: Spear, Skin: Red Glaze, MeshPart: Cylinder.008, ColorMap: rbxassetid://16333356939, MetalnessMap: rbxassetid://16333412872, NormalMap: rbxassetid://16333356205, RoughnessMap: rbxassetid://16333357655
Weapon: Spear, Skin: Red, MeshPart: Cylinder.005, ColorMap: rbxassetid://16333961956, MetalnessMap: rbxassetid://16333961220, NormalMap: rbxassetid://16333963850, RoughnessMap: rbxassetid://16333959234
Weapon: Spear, Skin: Red, MeshPart: Cylinder.006, ColorMap: rbxassetid://16333961956, MetalnessMap: rbxassetid://16333961220, NormalMap: rbxassetid://16333963850, RoughnessMap: rbxassetid://16333959234
Weapon: Spear, Skin: Red, MeshPart: Cylinder.007, ColorMap: rbxassetid://16333961956, MetalnessMap: rbxassetid://16333961220, NormalMap: rbxassetid://16333963850, RoughnessMap: rbxassetid://16333959234
Weapon: Spear, Skin: Red, MeshPart: Cylinder.008, ColorMap: rbxassetid://16333961956, MetalnessMap: rbxassetid://16333961220, NormalMap: rbxassetid://16333963850, RoughnessMap: rbxassetid://16333959234
Weapon: Spear, Skin: White Gold, MeshPart: Cylinder.005, ColorMap: rbxassetid://16333776877, MetalnessMap: rbxassetid://16333776188, NormalMap: rbxassetid://16333778587, RoughnessMap: rbxassetid://16333774755
Weapon: Spear, Skin: White Gold, MeshPart: Cylinder.006, ColorMap: rbxassetid://16333776877, MetalnessMap: rbxassetid://16333776188, NormalMap: rbxassetid://16333778587, RoughnessMap: rbxassetid://16333774755
Weapon: Spear, Skin: White Gold, MeshPart: Cylinder.007, ColorMap: rbxassetid://16333776877, MetalnessMap: rbxassetid://16333776188, NormalMap: rbxassetid://16333778587, RoughnessMap: rbxassetid://16333774755
Weapon: Spear, Skin: White Gold, MeshPart: Cylinder.008, ColorMap: rbxassetid://16333776877, MetalnessMap: rbxassetid://16333776188, NormalMap: rbxassetid://16333778587, RoughnessMap: rbxassetid://16333774755
Weapon: Spear, Skin: White Neon Paint, MeshPart: Cylinder.005, ColorMap: rbxassetid://16613284706, MetalnessMap: rbxassetid://16613283379, NormalMap: rbxassetid://16613282406, RoughnessMap: rbxassetid://16613281317
Weapon: Spear, Skin: White Neon Paint, MeshPart: Cylinder.006, ColorMap: rbxassetid://16613284706, MetalnessMap: rbxassetid://16613283379, NormalMap: rbxassetid://16613282406, RoughnessMap: rbxassetid://16613281317
Weapon: Spear, Skin: White Neon Paint, MeshPart: Cylinder.007, ColorMap: rbxassetid://16613284706, MetalnessMap: rbxassetid://16613283379, NormalMap: rbxassetid://16613282406, RoughnessMap: rbxassetid://16613281317
Weapon: Spear, Skin: White Neon Paint, MeshPart: Cylinder.008, ColorMap: rbxassetid://16613284706, MetalnessMap: rbxassetid://16613283379, NormalMap: rbxassetid://16613282406, RoughnessMap: rbxassetid://16613281317
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cylinder, ColorMap: rbxassetid://16314825944, MetalnessMap: rbxassetid://16314825076, NormalMap: rbxassetid://16314824369, RoughnessMap: rbxassetid://16314823140
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cube, ColorMap: rbxassetid://16314825944, MetalnessMap: rbxassetid://16314825076, NormalMap: rbxassetid://16314824369, RoughnessMap: rbxassetid://16314823140
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cube.002, ColorMap: rbxassetid://16314825944, MetalnessMap: rbxassetid://16314825076, NormalMap: rbxassetid://16314824369, RoughnessMap: rbxassetid://16314823140
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cylinder.017, ColorMap: rbxassetid://16314825944, MetalnessMap: rbxassetid://16314825076, NormalMap: rbxassetid://16314824369, RoughnessMap: rbxassetid://16314823140
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cube.005, ColorMap: rbxassetid://16314825944, MetalnessMap: rbxassetid://16314825076, NormalMap: rbxassetid://16314824369, RoughnessMap: rbxassetid://16314823140
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cylinder, ColorMap: rbxassetid://16314871886, MetalnessMap: rbxassetid://16314870863, NormalMap: rbxassetid://16314870244, RoughnessMap: rbxassetid://16314872749
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cube, ColorMap: rbxassetid://16314871886, MetalnessMap: rbxassetid://16314870863, NormalMap: rbxassetid://16314870244, RoughnessMap: rbxassetid://16314872749
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cube.002, ColorMap: rbxassetid://16314871886, MetalnessMap: rbxassetid://16314870863, NormalMap: rbxassetid://16314870244, RoughnessMap: rbxassetid://16314872749
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cylinder.017, ColorMap: rbxassetid://16314871886, MetalnessMap: rbxassetid://16314870863, NormalMap: rbxassetid://16314870244, RoughnessMap: rbxassetid://16314872749
Weapon: Saw Blades, Skin: Water and Fire, MeshPart: Cube.005, ColorMap: rbxassetid://16314871886, MetalnessMap: rbxassetid://16314870863, NormalMap: rbxassetid://16314870244, RoughnessMap: rbxassetid://16314872749
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cylinder, ColorMap: rbxassetid://16432970729, MetalnessMap: rbxassetid://16432970317, NormalMap: rbxassetid://16432970067, RoughnessMap: rbxassetid://16432969492
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cube, ColorMap: rbxassetid://16432970729, MetalnessMap: rbxassetid://16432970317, NormalMap: rbxassetid://16432970067, RoughnessMap: rbxassetid://16432969492
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cube.002, ColorMap: rbxassetid://16432970729, MetalnessMap: rbxassetid://16432970317, NormalMap: rbxassetid://16432970067, RoughnessMap: rbxassetid://16432969492
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cylinder.017, ColorMap: rbxassetid://16432970729, MetalnessMap: rbxassetid://16432970317, NormalMap: rbxassetid://16432970067, RoughnessMap: rbxassetid://16432969492
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cube.005, ColorMap: rbxassetid://16432970729, MetalnessMap: rbxassetid://16432970317, NormalMap: rbxassetid://16432970067, RoughnessMap: rbxassetid://16432969492
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cylinder, ColorMap: rbxassetid://16432936980, MetalnessMap: rbxassetid://16432936650, NormalMap: rbxassetid://16432935518, RoughnessMap: rbxassetid://16432937335
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cube, ColorMap: rbxassetid://16432936980, MetalnessMap: rbxassetid://16432936650, NormalMap: rbxassetid://16432935518, RoughnessMap: rbxassetid://16432937335
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cube.002, ColorMap: rbxassetid://16432936980, MetalnessMap: rbxassetid://16432936650, NormalMap: rbxassetid://16432935518, RoughnessMap: rbxassetid://16432937335
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cylinder.017, ColorMap: rbxassetid://16432936980, MetalnessMap: rbxassetid://16432936650, NormalMap: rbxassetid://16432935518, RoughnessMap: rbxassetid://16432937335
Weapon: Saw Blades, Skin: Tetris, MeshPart: Cube.005, ColorMap: rbxassetid://16432936980, MetalnessMap: rbxassetid://16432936650, NormalMap: rbxassetid://16432935518, RoughnessMap: rbxassetid://16432937335
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cylinder, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cube, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cube.002, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cylinder.017, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cube.005, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cylinder, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
